pid	region	time	value
18	mpfc	1034	0.251
18	mpfc	1035	0.845
18	mpfc	1036	0.797
18	mpfc	1037	0.669
18	mpfc	1038	0.011
18	mpfc	1039	0.499
18	mpfc	1040	0.439
18	mpfc	1041	0.252
18	mpfc	1042	0.849
18	mpfc	1043	0.22
18	mpfc	1044	0.548
18	mpfc	1045	0.299
18	mpfc	1046	0.866
18	mpfc	1047	0.253
18	mpfc	1048	0.216
18	mpfc	1049	0.202
18	mpfc	1050	0.09
18	mpfc	1051	0.916
18	mpfc	1052	0.377
18	mpfc	1053	0.718
18	mpfc	1054	0.665
18	mpfc	1055	0.708
18	mpfc	1056	0.465
18	mpfc	1057	0.285
18	mpfc	1058	0.607
18	mpfc	1059	0.603
18	mpfc	1060	0.406
18	mpfc	1061	0.286
18	mpfc	1062	0.01
18	mpfc	1063	0.262
18	mpfc	1064	0.679
18	mpfc	1065	0.544
18	mpfc	1066	0.445
18	mpfc	1067	0.867
18	mpfc	1068	0.557
18	mpfc	1069	0.488
18	mpfc	1070	0.803
18	mpfc	1071	0.336
18	mpfc	1072	0.728
18	mpfc	1073	0.131
18	mpfc	1074	0.132
18	mpfc	1075	0.705
18	mpfc	1076	0.555
18	mpfc	1077	0.29
18	mpfc	1078	0.901
18	mpfc	1079	0.649
18	mpfc	1080	0.995
18	mpfc	1081	0.362
18	mpfc	1082	0.373
18	mpfc	1083	0.448
18	mpfc	1084	0.674
18	mpfc	1085	0.169
18	mpfc	1086	0.4
18	mpfc	1087	0.153
18	mpfc	1088	0.066
18	mpfc	1089	0.393
18	mpfc	1090	0.594
18	mpfc	1091	0.534
18	mpfc	1092	0.761
18	mpfc	1093	0.496
18	mpfc	1094	0.514
18	mpfc	1095	0.864
18	mpfc	1096	0.477
18	mpfc	1097	0.145
18	mpfc	1098	0.334
18	mpfc	1099	0.016
18	mpfc	1100	0.997
18	mpfc	1101	0.486
18	mpfc	1102	0.306
18	mpfc	1103	0.845
18	mpfc	1104	0.672
18	mpfc	1105	0.918
18	mpfc	1106	0.949
18	mpfc	1107	0.877
18	mpfc	1108	0.313
18	mpfc	1109	0.226
18	mpfc	1110	0.451
18	mpfc	1111	0.871
18	mpfc	1112	0.538
18	mpfc	1113	0.738
18	mpfc	1114	0.018
18	mpfc	1115	0.477
18	mpfc	1116	0.621
18	mpfc	1117	0.959
18	mpfc	1118	0.135
18	mpfc	1119	0.806
18	mpfc	1120	0.428
18	mpfc	1121	0.705
18	mpfc	1122	0.521
18	mpfc	1123	0.772
18	mpfc	1124	0.823
18	mpfc	1125	0.814
18	mpfc	1126	0.553
18	mpfc	1127	0.508
18	mpfc	1128	0.546
18	mpfc	1129	0.614
18	mpfc	1130	0.019
18	mpfc	1131	0.518
18	mpfc	1132	0.52
18	mpfc	1133	0.022
18	mpfc	1134	0.71
18	mpfc	1135	0.954
18	mpfc	1136	0.568
18	mpfc	1137	0.882
18	mpfc	1138	0.494
18	mpfc	1139	0.452
18	mpfc	1140	0.504
18	mpfc	1141	0.702
18	mpfc	1142	0.082
18	mpfc	1143	0.29
18	mpfc	1144	0.547
18	mpfc	1145	0.948
18	mpfc	1146	0.599
18	mpfc	1147	0.028
18	mpfc	1148	0.252
18	mpfc	1149	0.316
18	mpfc	1150	0.832
18	mpfc	1151	0.856
18	mpfc	1152	0.172
18	mpfc	1153	0.015
18	mpfc	1154	0.281
18	mpfc	1155	0.975
18	mpfc	1156	0.618
18	mpfc	1157	0.339
18	mpfc	1158	0.952
18	mpfc	1159	0.946
18	mpfc	1160	0.247
18	mpfc	1161	0.78
18	mpfc	1162	0.856
18	mpfc	1163	0.947
18	mpfc	1164	0.988
18	mpfc	1165	0.969
18	mpfc	1166	0.559
18	mpfc	1167	0.433
18	mpfc	1168	0.377
18	mpfc	1169	0.936
18	mpfc	1170	0.343
18	mpfc	1171	0.381
18	mpfc	1172	0.837
18	mpfc	1173	0.865
18	mpfc	1174	0.66
18	mpfc	1175	0.524
18	mpfc	1176	0.283
18	mpfc	1177	0.913
18	mpfc	1178	0.101
18	mpfc	1179	0.747
18	mpfc	1180	0.096
18	mpfc	1181	0.583
18	mpfc	1182	0.72
18	mpfc	1183	0.915
18	mpfc	1184	0.347
18	mpfc	1185	0.792
18	mpfc	1186	0.065
18	mpfc	1187	0.606
18	mpfc	1188	0.857
18	mpfc	1189	0.833
18	mpfc	1190	0.42
18	mpfc	1191	0.523
18	mpfc	1192	0.685
18	mpfc	1193	0.886
18	mpfc	1194	0.801
18	mpfc	1195	0.894
18	mpfc	1196	0.321
18	mpfc	1197	0.041
18	mpfc	1198	0.821
18	mpfc	1199	0.681
18	mpfc	1200	0.991
18	mpfc	1201	0.713
18	mpfc	1202	0.784
18	mpfc	1203	0.025
18	mpfc	1204	0.035
18	mpfc	1205	0.935
18	mpfc	1206	0.112
18	mpfc	1207	0.017
18	mpfc	1208	0.14
18	mpfc	1209	0.383
18	mpfc	1210	0.808
18	mpfc	1211	0.735
18	mpfc	1212	0.83
18	mpfc	1213	0.049
18	mpfc	1214	0.883
18	mpfc	1215	0.248
18	mpfc	1216	0.539
18	mpfc	1217	0.943
18	mpfc	1218	0.752
18	mpfc	1219	0.731
18	mpfc	1220	0.814
18	mpfc	1221	0.73
18	mpfc	1222	0.38
18	mpfc	1223	0.046
18	mpfc	1224	0.041
18	mpfc	1225	0.93
18	mpfc	1226	0.781
18	mpfc	1227	0.927
18	mpfc	1228	0.308
18	mpfc	1229	0.488
18	mpfc	1230	0.385
18	mpfc	1231	0.847
18	mpfc	1232	0.043
18	mpfc	1233	0.457
18	mpfc	1234	0.208
18	mpfc	1235	0.756
18	mpfc	1236	0.724
18	mpfc	1237	0.652
18	mpfc	1238	0.462
18	mpfc	1239	0.324
18	mpfc	1240	0.226
18	mpfc	1241	0.764
18	mpfc	1242	0.86
18	mpfc	1243	0.514
18	mpfc	1244	0.915
18	mpfc	1245	0.001
18	mpfc	1246	0.358
18	mpfc	1247	0.166
18	mpfc	1248	0.797
18	mpfc	1249	0.332
18	mpfc	1250	0.045
18	mpfc	1251	0.315
18	mpfc	1252	0.868
18	mpfc	1253	0.641
18	mpfc	1254	0.23
18	mpfc	1255	0.024
18	mpfc	1256	0.97
18	mpfc	1257	0.125
18	mpfc	1258	0.899
18	mpfc	1259	0.361
18	mpfc	1260	0.842
19	hpc	1	1
19	hpc	2	0.257
19	hpc	3	0.225
19	hpc	4	0.125
19	hpc	5	0.104
19	hpc	6	0.793
19	hpc	7	0.001
19	hpc	8	0.909
19	hpc	9	0.945
19	hpc	10	0.442
19	hpc	11	0.655
19	hpc	12	0.019
19	hpc	13	0.624
19	hpc	14	0.277
19	hpc	15	0.523
19	hpc	16	0.702
19	hpc	17	0.3
19	hpc	18	0.3
19	hpc	19	0.624
19	hpc	20	0.742
19	hpc	21	0.72
19	hpc	22	0.824
19	hpc	23	0.107
19	hpc	24	0.047
19	hpc	25	0.224
19	hpc	26	0.878
19	hpc	27	0.823
19	hpc	28	0.742
19	hpc	29	0.312
19	hpc	30	0.553
19	hpc	31	0.686
19	hpc	32	0.506
19	hpc	33	0.44
19	hpc	34	0.331
19	hpc	35	0.393
19	hpc	36	0.43
19	hpc	37	0.402
19	hpc	38	0.184
19	hpc	39	0.649
19	hpc	40	0.868
19	hpc	41	0.957
19	hpc	42	0.159
19	hpc	43	0.459
19	hpc	44	0.829
19	hpc	45	0.234
19	hpc	46	0.3
19	hpc	47	0.445
19	hpc	48	0.098
19	hpc	49	0.205
19	hpc	50	0.801
19	hpc	51	0.706
19	hpc	52	0.927
19	hpc	53	0.793
19	hpc	54	0.082
19	hpc	55	0.367
19	hpc	56	0.114
19	hpc	57	0.899
19	hpc	58	0.081
19	hpc	59	0.639
19	hpc	60	0.186
19	hpc	61	0.514
19	hpc	62	0.669
19	hpc	63	0.402
19	hpc	64	0.759
19	hpc	65	0.536
19	hpc	66	0.819
19	hpc	67	0.91
19	hpc	68	0.38
19	hpc	69	0.148
19	hpc	70	0.776
19	hpc	71	0.406
19	hpc	72	0.934
19	hpc	73	0.487
19	hpc	74	0.899
19	hpc	75	0.893
19	hpc	76	0.403
19	hpc	77	0.292
19	hpc	78	0.671
19	hpc	79	0.582
19	hpc	80	0.464
19	hpc	81	0.871
19	hpc	82	0.878
19	hpc	83	0.825
19	hpc	84	0.153
19	hpc	85	0.141
19	hpc	86	0.886
19	hpc	87	0.299
19	hpc	88	0.389
19	hpc	89	0.928
19	hpc	90	0.232
19	hpc	91	0.055
19	hpc	92	0.115
19	hpc	93	0.303
19	hpc	94	0.498
19	hpc	95	0.28
19	hpc	96	0.995
19	hpc	97	0.211
19	hpc	98	0.992
19	hpc	99	0.614
19	hpc	100	0.38
19	hpc	101	0.519
19	hpc	102	0.896
19	hpc	103	0.732
19	hpc	104	0.739
19	hpc	105	0.887
19	hpc	106	0.14
19	hpc	107	0.114
19	hpc	108	0.739
19	hpc	109	0.218
19	hpc	110	0.985
19	hpc	111	0.848
19	hpc	112	0.811
19	hpc	113	0.142
19	hpc	114	0.341
19	hpc	115	0.666
19	hpc	116	0.578
19	hpc	117	0.871
19	hpc	118	0.27
19	hpc	119	0.521
19	hpc	120	0.088
19	hpc	121	0.508
19	hpc	122	0.582
19	hpc	123	0.306
19	hpc	124	0.978
19	hpc	125	0.424
19	hpc	126	0.228
19	hpc	127	0.361
19	hpc	128	0.977
19	hpc	129	0.516
19	hpc	130	0.595
19	hpc	131	0.763
19	hpc	132	0.776
19	hpc	133	0.006
19	hpc	134	0.477
19	hpc	135	0.802
19	hpc	136	0.821
19	hpc	137	0.355
19	hpc	138	0.985
19	hpc	139	0.8
19	hpc	140	0.207
19	hpc	141	0.669
19	hpc	142	0.552
19	hpc	143	0.386
19	hpc	144	0.481
19	hpc	145	0.079
19	hpc	146	0.031
19	hpc	147	0.296
19	hpc	148	0.221
19	hpc	149	0.392
19	hpc	150	0.522
19	hpc	151	0.457
19	hpc	152	0.977
19	hpc	153	0.643
19	hpc	154	0.497
19	hpc	155	0.462
19	hpc	156	0.773
19	hpc	157	0.89
19	hpc	158	0.209
19	hpc	159	0.255
19	hpc	160	0.562
19	hpc	161	0.243
19	hpc	162	0.955
19	hpc	163	0.084
19	hpc	164	0.755
19	hpc	165	0.696
19	hpc	166	0.648
19	hpc	167	0.802
19	hpc	168	0.389
19	hpc	169	0.472
19	hpc	170	0.03
19	hpc	171	0.761
19	hpc	172	0.917
19	hpc	173	0.124
19	hpc	174	0.26
19	hpc	175	0.29
19	hpc	176	0.392
19	hpc	177	0.386
19	hpc	178	0.834
19	hpc	179	0.723
19	hpc	180	0.87
19	hpc	181	0.862
19	hpc	182	0.27
19	hpc	183	0.522
19	hpc	184	0.356
19	hpc	185	0.689
19	hpc	186	0.368
19	hpc	187	0.226
19	hpc	188	0.423
19	hpc	189	0.854
19	hpc	190	0.433
19	hpc	191	0.77
19	hpc	192	0.605
19	hpc	193	0.526
19	hpc	194	0.469
19	hpc	195	0.799
19	hpc	196	0.181
19	hpc	197	0.039
19	hpc	198	0.194
19	hpc	199	0.365
19	hpc	200	0.878
19	hpc	201	0.627
19	hpc	202	0.18
19	hpc	203	0.476
19	hpc	204	0.328
19	hpc	205	0.679
19	hpc	206	0.091
19	hpc	207	0.692
19	hpc	208	0.481
19	hpc	209	0.675
19	hpc	210	0.942
19	hpc	211	0.889
19	hpc	212	0.91
19	hpc	213	0.797
19	hpc	214	0.394
19	hpc	215	0.304
19	hpc	216	0.862
19	hpc	217	0.328
19	hpc	218	0.399
19	hpc	219	0.074
19	hpc	220	0.05
19	hpc	221	0.571
19	hpc	222	0.989
19	hpc	223	0.392
19	hpc	224	0.001
19	hpc	225	0.407
19	hpc	226	0.076
19	hpc	227	0.59
19	hpc	228	0.538
19	hpc	229	0.925
19	hpc	230	0.719
19	hpc	231	0.535
19	hpc	232	0.209
19	hpc	233	0.014
19	hpc	234	0.407
19	hpc	235	0.523
19	hpc	236	0.504
19	hpc	237	0.776
19	hpc	238	0.569
19	hpc	239	0.98
19	hpc	240	0.096
19	hpc	241	0.018
19	hpc	242	0.889
19	hpc	243	0.223
19	hpc	244	0.056
19	hpc	245	0.502
19	hpc	246	0.476
19	hpc	247	0.054
19	hpc	248	0.361
19	hpc	249	0.205
19	hpc	250	0.789
19	hpc	251	0.56
19	hpc	252	0.098
19	hpc	253	0.697
19	hpc	254	0.481
19	hpc	255	0.642
19	hpc	256	0.473
19	hpc	257	0.609
19	hpc	258	0.62
19	hpc	259	0.417
19	hpc	260	0.191
19	hpc	261	0.157
19	hpc	262	0.73
19	hpc	263	0.855
19	hpc	264	0.961
19	hpc	265	0.562
19	hpc	266	0.175
19	hpc	267	0.647
19	hpc	268	0.539
19	hpc	269	0.588
19	hpc	270	0.899
19	hpc	271	0.925
19	hpc	272	0.066
19	hpc	273	0.08
19	hpc	274	0.589
19	hpc	275	0.696
19	hpc	276	0.853
19	hpc	277	0.187
19	hpc	278	0.943
19	hpc	279	0.515
19	hpc	280	0.119
19	hpc	281	0.492
19	hpc	282	0.704
19	hpc	283	0.15
19	hpc	284	0.649
19	hpc	285	0.862
19	hpc	286	0.719
19	hpc	287	0.82
19	hpc	288	0.449
19	hpc	289	0.288
19	hpc	290	0.193
19	hpc	291	0.061
19	hpc	292	0.145
19	hpc	293	0.811
19	hpc	294	0.954
19	hpc	295	0.094
19	hpc	296	0.881
19	hpc	297	0.932
19	hpc	298	0.79
19	hpc	299	0.568
19	hpc	300	0.294
19	hpc	301	0.183
19	hpc	302	0.268
19	hpc	303	0.195
19	hpc	304	0.528
19	hpc	305	0.131
19	hpc	306	0.029
19	hpc	307	0.527
19	hpc	308	0.546
19	hpc	309	0.47
19	hpc	310	0.042
19	hpc	311	0.165
19	hpc	312	0.781
19	hpc	313	0.232
19	hpc	314	0.517
19	hpc	315	0.168
19	hpc	316	0.828
19	hpc	317	0.297
19	hpc	318	0.036
19	hpc	319	0.72
19	hpc	320	0.63
19	hpc	321	0.639
19	hpc	322	0.363
19	hpc	323	0.775
19	hpc	324	0.506
19	hpc	325	0.879
19	hpc	326	0.939
19	hpc	327	0.744
19	hpc	328	0.145
19	hpc	329	0.203
19	hpc	330	0.4
19	hpc	331	0.375
19	hpc	332	0.106
19	hpc	333	0.937
19	hpc	334	0.355
19	hpc	335	0.026
19	hpc	336	0.168
19	hpc	337	0.993
19	hpc	338	0.619
19	hpc	339	0.547
19	hpc	340	0.492
19	hpc	341	0.221
19	hpc	342	0.564
19	hpc	343	0.187
19	hpc	344	0.101
19	hpc	345	0.584
19	hpc	346	0.162
19	hpc	347	0.272
19	hpc	348	0.428
19	hpc	349	0.457
19	hpc	350	0.761
19	hpc	351	0.944
19	hpc	352	0.488
19	hpc	353	0.057
19	hpc	354	0.754
19	hpc	355	0.657
19	hpc	356	0.493
19	hpc	357	0.198
19	hpc	358	0.55
19	hpc	359	0.989
19	hpc	360	0.53
19	hpc	361	0.726
19	hpc	362	0.615
19	hpc	363	0.454
19	hpc	364	0.579
19	hpc	365	0.337
19	hpc	366	0.053
19	hpc	367	0.38
19	hpc	368	0.741
19	hpc	369	0.861
19	hpc	370	0.246
19	hpc	371	0.602
19	hpc	372	0.186
19	hpc	373	0.826
19	hpc	374	0.12
19	hpc	375	0.711
19	hpc	376	0.424
19	hpc	377	0.897
19	hpc	378	0.663
19	hpc	379	0.254
19	hpc	380	0.838
19	hpc	381	0.615
19	hpc	382	0.773
19	hpc	383	0.069
19	hpc	384	0.577
19	hpc	385	0.3
19	hpc	386	0.86
19	hpc	387	0.379
19	hpc	388	0.049
19	hpc	389	0.69
19	hpc	390	0.084
19	hpc	391	0.738
19	hpc	392	0.371
19	hpc	393	0.897
19	hpc	394	0.422
19	hpc	395	0.844
19	hpc	396	0.333
19	hpc	397	0.812
19	hpc	398	0.132
19	hpc	399	0.371
19	hpc	400	0.882
19	hpc	401	0.003
19	hpc	402	0.23
19	hpc	403	0.639
19	hpc	404	0.037
19	hpc	405	0.099
19	hpc	406	0.391
19	hpc	407	0.915
19	hpc	408	0.831
19	hpc	409	0.449
19	hpc	410	0.053
19	hpc	411	0.036
19	hpc	412	0.732
19	hpc	413	0.985
19	hpc	414	0.55
19	hpc	415	0.74
19	hpc	416	0.669
19	hpc	417	0.02
19	hpc	418	0.764
19	hpc	419	0.731
19	hpc	420	0.902
19	hpc	421	0.087
19	hpc	422	0.982
19	hpc	423	0.976
19	hpc	424	0.788
19	hpc	425	0.07
19	hpc	426	0.683
19	hpc	427	0.843
19	hpc	428	0.012
19	hpc	429	0.875
19	hpc	430	0.773
19	hpc	431	0.434
19	hpc	432	0.261
19	hpc	433	0.406
19	hpc	434	0.438
19	hpc	435	0.838
19	hpc	436	0.618
19	hpc	437	0.786
19	hpc	438	0.838
19	hpc	439	0.381
19	hpc	440	0.628
19	hpc	441	0.227
19	hpc	442	0.684
19	hpc	443	0.108
19	hpc	444	0.462
19	hpc	445	0.647
19	hpc	446	0.234
19	hpc	447	0.831
19	hpc	448	0.025
19	hpc	449	0.216
19	hpc	450	0.82
19	hpc	451	0.543
19	hpc	452	0.173
19	hpc	453	0.332
19	hpc	454	0.862
19	hpc	455	0.793
19	hpc	456	0.127
19	hpc	457	0.59
19	hpc	458	0.262
19	hpc	459	0.679
19	hpc	460	0.961
19	hpc	461	0.173
19	hpc	462	0.405
19	hpc	463	0.707
19	hpc	464	0.35
19	hpc	465	0.879
19	hpc	466	0.606
19	hpc	467	0.361
19	hpc	468	0.933
19	hpc	469	0.621
19	hpc	470	0.295
19	hpc	471	0.678
19	hpc	472	0.077
19	hpc	473	0.927
19	hpc	474	0.411
19	hpc	475	0.667
19	hpc	476	0.308
19	hpc	477	0.372
19	hpc	478	0.44
19	hpc	479	0.535
19	hpc	480	0.163
19	hpc	481	0.257
19	hpc	482	0.811
19	hpc	483	0.888
19	hpc	484	0.955
19	hpc	485	0.175
19	hpc	486	0.957
19	hpc	487	0.202
19	hpc	488	0.893
19	hpc	489	0.297
19	hpc	490	0.898
19	hpc	491	0.189
19	hpc	492	0.533
19	hpc	493	0.079
19	hpc	494	0.281
19	hpc	495	0.349
19	hpc	496	0.33
19	hpc	497	0.808
19	hpc	498	0.115
19	hpc	499	0.17
19	hpc	500	0.867
19	hpc	501	0.274
19	hpc	502	0.477
19	hpc	503	0.374
19	hpc	504	0.27
19	hpc	505	0.197
19	hpc	506	0.356
19	hpc	507	0.428
19	hpc	508	0.046
19	hpc	509	0.533
19	hpc	510	0.077
19	hpc	511	0.072
19	hpc	512	0.041
19	hpc	513	0.785
19	hpc	514	0.197
19	hpc	515	0.084
19	hpc	516	0.521
19	hpc	517	0.815
19	hpc	518	0.351
19	hpc	519	0.791
19	hpc	520	0.871
19	hpc	521	0.136
19	hpc	522	0.165
19	hpc	523	0.577
19	hpc	524	0.918
19	hpc	525	0.429
19	hpc	526	0.862
19	hpc	527	0.18
19	hpc	528	0.142
19	hpc	529	0.772
19	hpc	530	0.311
19	hpc	531	0.347
19	hpc	532	0.366
19	hpc	533	0.156
19	hpc	534	0.073
19	hpc	535	0.289
19	hpc	536	0
19	hpc	537	0.024
19	hpc	538	0.437
19	hpc	539	0.402
19	hpc	540	0.863
19	hpc	541	0.137
19	hpc	542	0.165
19	hpc	543	0.545
19	hpc	544	0.487
19	hpc	545	0.354
19	hpc	546	0.691
19	hpc	547	0.982
19	hpc	548	0.652
19	hpc	549	0.53
19	hpc	550	0.135
19	hpc	551	0.043
19	hpc	552	0.77
19	hpc	553	0.011
19	hpc	554	0.898
19	hpc	555	0.546
19	hpc	556	0.855
19	hpc	557	0.041
19	hpc	558	0.11
19	hpc	559	0.021
19	hpc	560	0.137
19	hpc	561	0.26
19	hpc	562	0.5
19	hpc	563	0.996
19	hpc	564	0.974
19	hpc	565	0.829
19	hpc	566	0.243
19	hpc	567	0.194
19	hpc	568	0.336
19	hpc	569	0.886
19	hpc	570	0.543
19	hpc	571	0.411
19	hpc	572	0.051
19	hpc	573	0.05
19	hpc	574	0.418
19	hpc	575	0.513
19	hpc	576	0.94
19	hpc	577	0.029
19	hpc	578	0.713
19	hpc	579	0.419
19	hpc	580	0.16
19	hpc	581	0.196
19	hpc	582	0.926
19	hpc	583	0.096
19	hpc	584	0.13
19	hpc	585	0.687
19	hpc	586	0.014
19	hpc	587	0.349
19	hpc	588	0.287
19	hpc	589	0.251
19	hpc	590	0.937
19	hpc	591	0.822
19	hpc	592	0.562
19	hpc	593	0.316
19	hpc	594	0.645
19	hpc	595	0.608
19	hpc	596	0.401
19	hpc	597	0.676
19	hpc	598	0.06
19	hpc	599	0.724
19	hpc	600	0.314
19	hpc	601	0.25
19	hpc	602	0.977
19	hpc	603	0.88
19	hpc	604	0.626
19	hpc	605	0.772
19	hpc	606	0.618
19	hpc	607	0.191
19	hpc	608	0.512
19	hpc	609	0.877
19	hpc	610	0.388
19	hpc	611	0.695
19	hpc	612	0.182
19	hpc	613	0.204
19	hpc	614	0.269
19	hpc	615	0.737
19	hpc	616	0.098
19	hpc	617	0.589
19	hpc	618	0.98
19	hpc	619	0.859
19	hpc	620	0.718
19	hpc	621	0.312
19	hpc	622	0.77
19	hpc	623	0.599
19	hpc	624	0.564
19	hpc	625	0.805
19	hpc	626	0.714
19	hpc	627	0.07
19	hpc	628	0.7
19	hpc	629	0.343
19	hpc	630	0.673
19	hpc	631	0.449
19	hpc	632	0.891
19	hpc	633	0.022
19	hpc	634	0.678
19	hpc	635	0.168
19	hpc	636	0.874
19	hpc	637	0.094
19	hpc	638	0.206
19	hpc	639	0.072
19	hpc	640	0.879
19	hpc	641	0.322
19	hpc	642	0.808
19	hpc	643	0.422
19	hpc	644	0.417
19	hpc	645	0.763
19	hpc	646	0.859
19	hpc	647	0.922
19	hpc	648	0.461
19	hpc	649	0.002
19	hpc	650	0.895
19	hpc	651	0.484
19	hpc	652	0.672
19	hpc	653	0.593
19	hpc	654	0.121
19	hpc	655	0.229
19	hpc	656	0.766
19	hpc	657	0.68
19	hpc	658	0.587
19	hpc	659	0.87
19	hpc	660	0.979
19	hpc	661	0.165
19	hpc	662	0.399
19	hpc	663	0.52
19	hpc	664	0.643
19	hpc	665	0.836
19	hpc	666	0.005
19	hpc	667	0.645
19	hpc	668	0.365
19	hpc	669	0.242
19	hpc	670	0.076
19	hpc	671	0.247
19	hpc	672	0.585
19	hpc	673	0.444
19	hpc	674	0.918
19	hpc	675	0.286
19	hpc	676	0.879
19	hpc	677	0.465
19	hpc	678	0.757
19	hpc	679	0.699
19	hpc	680	0.971
19	hpc	681	0.12
19	hpc	682	0.348
19	hpc	683	0.962
19	hpc	684	0.148
19	hpc	685	0.961
19	hpc	686	0.357
19	hpc	687	0.451
19	hpc	688	0.103
19	hpc	689	0.752
19	hpc	690	0.753
19	hpc	691	0.679
19	hpc	692	0.728
19	hpc	693	0.979
19	hpc	694	0.759
19	hpc	695	0.009
19	hpc	696	0.255
19	hpc	697	0.305
19	hpc	698	0.433
19	hpc	699	0.549
19	hpc	700	0.058
19	hpc	701	0.933
19	hpc	702	0.474
19	hpc	703	0.999
19	hpc	704	0.256
19	hpc	705	0.22
19	hpc	706	0.832
19	hpc	707	0.17
19	hpc	708	0.333
19	hpc	709	0.906
19	hpc	710	0.978
19	hpc	711	0.222
19	hpc	712	0.894
19	hpc	713	0.367
19	hpc	714	0.987
19	hpc	715	0.981
19	hpc	716	0.12
19	hpc	717	0.245
19	hpc	718	0.186
19	hpc	719	0.289
19	hpc	720	0.338
19	hpc	721	0.256
19	hpc	722	0.867
19	hpc	723	0.933
19	hpc	724	0.649
19	hpc	725	0.127
19	hpc	726	0.258
19	hpc	727	0.778
19	hpc	728	0.186
19	hpc	729	0.183
19	hpc	730	0.964
19	hpc	731	0.301
19	hpc	732	0.475
19	hpc	733	0.415
19	hpc	734	0.448
19	hpc	735	0.705
19	hpc	736	0.893
19	hpc	737	0.639
19	hpc	738	0.212
19	hpc	739	0.755
19	hpc	740	0.593
19	hpc	741	0.118
19	hpc	742	0.712
19	hpc	743	0.188
19	hpc	744	0.479
19	hpc	745	0.055
19	hpc	746	0.542
19	hpc	747	0.909
19	hpc	748	0.578
19	hpc	749	0.878
19	hpc	750	0.681
19	hpc	751	0.735
19	hpc	752	0.073
19	hpc	753	0.453
19	hpc	754	0.085
19	hpc	755	0.959
19	hpc	756	0.6
19	hpc	757	0.205
19	hpc	758	0.962
19	hpc	759	0.438
19	hpc	760	0.535
19	hpc	761	0.693
19	hpc	762	0.271
19	hpc	763	0.496
19	hpc	764	0.217
19	hpc	765	0.082
19	hpc	766	0.838
19	hpc	767	0.309
19	hpc	768	0.345
19	hpc	769	0.606
19	hpc	770	0.642
19	hpc	771	0.409
19	hpc	772	0.316
19	hpc	773	0.282
19	hpc	774	0.74
19	hpc	775	0.591
19	hpc	776	0.659
19	hpc	777	0.228
19	hpc	778	0.682
19	hpc	779	0.977
19	hpc	780	0.109
19	hpc	781	0.372
19	hpc	782	0.002
19	hpc	783	0.17
19	hpc	784	0.843
19	hpc	785	0.923
19	hpc	786	0.284
19	hpc	787	0.22
19	hpc	788	0.117
19	hpc	789	0.702
19	hpc	790	0.603
19	hpc	791	0.697
19	hpc	792	0.61
19	hpc	793	0.067
19	hpc	794	0.328
19	hpc	795	0.819
19	hpc	796	0.446
19	hpc	797	0.703
19	hpc	798	0.293
19	hpc	799	0.549
19	hpc	800	0.637
19	hpc	801	0.405
19	hpc	802	0.418
19	hpc	803	0.329
19	hpc	804	0.481
19	hpc	805	0.803
19	hpc	806	0.344
19	hpc	807	0.696
19	hpc	808	0.518
19	hpc	809	0.28
19	hpc	810	0.372
19	hpc	811	0.069
19	hpc	812	0.659
19	hpc	813	0.663
19	hpc	814	0.598
19	hpc	815	0.112
19	hpc	816	0.265
19	hpc	817	0.885
19	hpc	818	0.704
19	hpc	819	0.528
19	hpc	820	0.487
19	hpc	821	0.398
19	hpc	822	0.689
19	hpc	823	0.619
19	hpc	824	0.683
19	hpc	825	0.297
19	hpc	826	0.714
19	hpc	827	0.565
19	hpc	828	0.526
19	hpc	829	0.964
19	hpc	830	0.123
19	hpc	831	0.106
19	hpc	832	0.618
19	hpc	833	0.58
19	hpc	834	0.957
19	hpc	835	0.785
19	hpc	836	0.193
19	hpc	837	0.433
19	hpc	838	0.398
19	hpc	839	0.095
19	hpc	840	0.729
19	hpc	841	0.896
19	hpc	842	0.683
19	hpc	843	0.424
19	hpc	844	0.781
19	hpc	845	0.597
19	hpc	846	0.919
19	hpc	847	0.547
19	hpc	848	0.253
19	hpc	849	0.901
19	hpc	850	0.105
19	hpc	851	0.443
19	hpc	852	0.785
19	hpc	853	0.915
19	hpc	854	0.562
19	hpc	855	0.406
19	hpc	856	0.823
19	hpc	857	0.867
19	hpc	858	0.104
19	hpc	859	0.561
19	hpc	860	0.922
19	hpc	861	0.114
19	hpc	862	0.354
19	hpc	863	0.197
19	hpc	864	0.675
19	hpc	865	0.125
19	hpc	866	0.99
19	hpc	867	0.51
19	hpc	868	0.947
19	hpc	869	0.319
19	hpc	870	0.227
19	hpc	871	0.982
19	hpc	872	0.513
19	hpc	873	0.802
19	hpc	874	0.527
19	hpc	875	0.589
19	hpc	876	0.029
19	hpc	877	0.259
19	hpc	878	0.842
19	hpc	879	0.962
19	hpc	880	0.345
19	hpc	881	0.344
19	hpc	882	0.496
19	hpc	883	0.591
19	hpc	884	0.158
19	hpc	885	0.129
19	hpc	886	0.468
19	hpc	887	0.77
19	hpc	888	0.888
19	hpc	889	0.154
19	hpc	890	0.426
19	hpc	891	0.262
19	hpc	892	0.461
19	hpc	893	0.664
19	hpc	894	0.995
19	hpc	895	0.843
19	hpc	896	0.739
19	hpc	897	0.079
19	hpc	898	0.504
19	hpc	899	0.839
19	hpc	900	0.197
19	hpc	901	0.876
